r1,r2,rl
0.18055,0.04225,0.125
0.47619,0.34483,0.46258
0.35185,0.11321,0.25926
0.45071,0.21428,0.36619
0.36047,0.18824,0.34884
0.42352,0.22619,0.36471
0.20202,0.0,0.18182
0.40984,0.18333,0.39344
0.26882,0.08696,0.23656
0.4151,0.20382,0.38994
0.35294,0.15385,0.26891
0.26316,0.14286,0.26316
0.36681,0.20264,0.34061
0.34146,0.18182,0.3252
0.4472,0.25157,0.42236
0.14286,0.08823,0.14286
0.34579,0.14151,0.26168
0.20135,0.02721,0.13423
0.41573,0.21591,0.33708
0.39506,0.2125,0.37037
0.32727,0.18405,0.31515
0.21667,0.01695,0.21667
0.35087,0.16071,0.31579
0.49198,0.3027,0.45989
0.32954,0.11494,0.25
0.37037,0.19549,0.32593
0.20408,0.06896,0.20408
0.27551,0.06186,0.23469
0.60869,0.4151,0.57143
0.5942,0.39706,0.52174
0.48133,0.29289,0.43983
0.32456,0.11504,0.2807
0.45128,0.20725,0.36923
0.36923,0.1658,0.33846
0.17219,0.04027,0.15894
0.48148,0.25,0.45679
0.29032,0.05435,0.1828
0.27219,0.09581,0.23669
0.37607,0.15517,0.32478
0.47508,0.21239,0.41056
0.28966,0.12587,0.26207
0.1958,0.04255,0.1958
0.31304,0.14159,0.22609
0.20968,0.08197,0.19355
0.18301,0.03973,0.15686
0.49296,0.28571,0.47887
0.32836,0.19697,0.31343
0.26229,0.11666,0.2459
0.31129,0.17255,0.27237
0.45312,0.26984,0.35937
0.47333,0.31544,0.43333
0.32308,0.125,0.18461
0.45529,0.2314,0.37399
0.35971,0.13138,0.31655
0.29149,0.14694,0.25911
0.27802,0.04524,0.23318
0.30986,0.1,0.21127
0.46258,0.24828,0.42177
0.38095,0.24194,0.36508
0.46541,0.29299,0.42767
0.16149,0.02516,0.14907
0.239,0.10191,0.21383
0.42748,0.26923,0.41221
0.42975,0.30252,0.42975
0.5,0.38776,0.5
0.36486,0.16438,0.33784
0.35503,0.14371,0.29586
0.47205,0.25157,0.40994
0.43589,0.25974,0.42308
0.48062,0.31496,0.46512
